,FAMILY_INCOME_BRACKET,HOUSEHOLD_SIZE,SES_COMPOSITE_URBANICITY_ADJ,NUM_HS_ATTENDED,SCHOOL_PROBLEM_SCALE,SCHOOL_CLIMATE_SCALE,STUDENT_SCHOOL_MOTIVATION,TOTAL_AP_CREDITS,RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_WRIT_AVG,ACT_SCHOOL_AVG,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,REMEDIAL_COURSE_RATIO,ENROLLMENT_ATTAINMENT_STATUS,SAT_SCHOOL_AVG,HOURS_HOMEWORK
9752,4,6,-0.7101,2,-9.0,-9.0,-0.25,0.0,6,1.5,2.5,2.0,2.0,2.0,2.0,-6,-6,1.0,2,2,0.0,6,-12,3
9753,11,4,2.252,2,-9.0,-9.0,1.21,5.0,2,4.0,3.5,4.0,4.0,4.0,4.0,-6,-6,3.1,32,31,0.0,3,-12,3
9754,-8,-8,-8.0,1,0.58,-2.87,0.74,0.0,1,4.0,3.5,3.5,3.5,3.0,3.5,-9,-9,2.8,31,25,0.0,3,1110,-24
9755,6,4,-0.1901,1,-1.95,-0.46,0.84,0.0,3,3.0,3.5,3.0,3.5,3.5,3.5,530,23,2.6,36,36,0.0,3,1090,3
9756,6,3,0.3332,1,0.41,-0.47,0.22,0.0,6,4.0,3.5,4.0,3.5,3.5,4.0,-9,22,-8.0,-8,-8,-8.0,-8,-18,6
9757,10,4,-8.0,2,-9.0,-9.0,-1.71,3.5,2,2.5,2.5,3.5,3.5,3.0,3.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-24
9758,-8,-8,0.4924,1,-0.69,-0.47,0.52,0.0,1,3.0,3.0,2.5,2.5,2.5,2.5,-9,-9,3.3,33,33,0.0,3,1100,4
9759,6,5,0.433,1,-9.0,1.62,0.24,0.0,3,3.5,3.5,3.5,4.0,3.5,3.5,460,25,3.8,31,31,0.0,3,1060,-5
9760,2,4,-0.7575,2,-8.0,-8.0,0.89,0.0,6,-1.0,-1.0,1.5,1.0,1.5,1.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
9761,5,5,0.8665,1,-1.73,1.41,0.61,0.0,1,3.0,3.5,3.5,3.5,3.5,3.5,-9,23,-6.0,-6,-6,-6.0,-6,-18,5
9762,2,3,-1.0833,1,-0.63,-0.28,-8.0,1.0,6,-1.0,-1.0,-1.0,2.0,1.5,2.5,-9,22,3.5,43,28,0.0,1,-18,3
9763,-8,-8,-1.0435,2,1.09,-1.43,0.35,0.0,6,2.0,2.0,2.5,0.5,1.5,2.0,560,-9,-6.0,-6,-6,-6.0,-6,1100,-12
9764,6,4,-0.1049,1,-2.14,-9.0,-8.0,0.0,5,-9.0,3.0,4.0,4.0,3.5,3.5,-9,22,-8.0,-8,-8,-8.0,-8,-18,3
9765,1,3,-1.9018,1,-9.0,-9.0,-8.0,0.0,6,2.0,1.5,1.0,1.0,1.0,1.5,-6,-6,1.9,10,10,0.2,1,-12,-25
9766,4,4,0.7954,1,-1.44,2.22,1.03,10.0,3,3.5,3.5,3.5,3.5,3.5,3.5,580,-9,3.8,56,58,0.0,3,1210,6
9767,-8,-8,-8.0,1,0.18,-1.4,1.02,0.0,3,2.5,3.0,1.5,2.0,2.0,2.0,490,-9,1.5,15,10,0.5,-9,1010,-24
9768,7,4,0.3353,1,-1.3,-0.99,0.73,0.0,3,2.5,1.5,2.5,2.5,2.0,2.0,-9,22,0.0,7,0,0.5,1,-18,3
9769,-8,-8,-0.4017,3,-9.0,-9.0,-0.07,0.0,6,2.0,1.5,2.0,2.5,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,6
9770,-8,-8,0.2555,2,-9.0,-9.0,-0.01,0.0,1,1.5,2.5,2.0,2.0,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
9771,-8,-8,-8.0,1,-0.43,1.13,0.11,0.0,1,2.5,3.0,3.0,2.5,2.5,3.0,490,24,2.0,12,9,0.0,1,1060,-24
9772,-8,-8,-8.0,1,2.27,-0.41,0.91,0.0,6,4.0,3.5,4.0,3.5,3.5,4.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-24
9773,-8,-8,-0.3828,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,6
9774,9,4,-0.1987,1,-0.47,0.47,0.23,0.0,1,3.5,3.0,2.5,3.0,3.0,3.5,520,22,3.6,25,25,0.0,3,1050,4
9775,4,5,-0.2942,1,0.16,-1.13,0.6,1.5,2,3.0,3.0,3.5,3.0,3.0,3.0,-9,-9,1.7,26,9,0.0,1,-18,5
9776,3,6,-0.3931,1,-1.19,0.58,-0.28,2.0,3,3.0,3.0,3.5,3.5,3.0,4.0,450,19,3.5,17,17,0.1,11,930,4
9777,5,3,1.3115,1,0.29,0.18,0.91,0.0,1,4.0,4.0,3.5,3.5,3.5,4.5,-9,19,-7.0,0,0,0.0,1,-18,-11
9778,2,4,-0.8731,1,0.55,-9.0,1.21,0.0,6,-1.0,-1.0,-1.0,1.0,1.0,1.0,-9,21,-6.0,-6,-6,-6.0,-6,-18,-17
9779,1,4,-1.8146,1,1.0,0.46,0.7,0.0,6,4.0,4.0,4.0,3.5,4.0,4.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
9780,-8,-8,-0.4993,1,0.62,0.11,-0.62,0.0,4,-1.0,2.0,2.0,1.5,2.0,2.0,-9,19,-6.0,-6,-6,-6.0,-6,-18,-5
9781,5,4,0.0953,1,-0.19,-9.0,1.21,1.0,1,3.5,3.5,3.5,3.5,3.5,4.0,-9,24,2.6,26,22,0.0,9,-18,3
9782,13,4,1.5989,1,-2.14,-9.0,0.74,1.0,1,3.0,3.5,3.0,3.5,3.0,3.5,600,25,3.1,26,23,0.0,3,1170,10
9783,4,5,-0.176,1,1.52,-1.1,0.71,0.0,2,3.5,3.0,3.0,3.5,3.0,3.0,-9,22,-8.0,-8,-8,-8.0,-8,-18,6
9784,5,4,1.2288,1,-1.49,0.43,-0.94,1.0,1,3.5,3.5,3.5,4.0,3.5,4.0,510,23,3.8,18,18,0.0,3,1030,6
9785,6,4,0.4723,1,-0.46,0.8,1.21,1.0,3,3.5,4.0,3.5,3.5,3.5,3.5,550,25,-8.0,-8,-8,-8.0,-8,1110,6
9786,-8,-8,0.6031,2,-9.0,-9.0,-8.0,0.0,3,3.0,3.0,2.5,3.5,3.0,3.0,-9,20,3.5,26,26,0.1,9,1000,5
9787,6,4,-0.0563,1,-0.12,0.21,0.52,2.0,1,3.5,2.0,3.0,3.0,2.5,3.0,-9,-9,3.0,24,24,0.0,1,-18,6
9788,11,5,0.8767,2,-0.8,0.45,-2.65,0.5,6,2.0,2.0,2.0,1.0,1.5,1.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-6
9789,8,3,0.3447,1,-0.6,-9.0,-0.21,12.0,3,3.5,3.5,3.5,3.5,3.5,4.0,460,22,2.9,31,24,0.0,3,990,5
9790,-8,-8,0.3578,1,-0.55,0.13,0.73,0.0,5,3.0,3.0,2.0,3.5,2.5,3.0,440,21,-6.0,-6,-6,-6.0,-6,865,3
9791,2,4,-0.4478,1,1.61,-2.45,0.09,0.0,6,1.0,1.5,1.5,2.5,1.5,1.5,400,18,-6.0,-6,-6,-6.0,-6,800,-4
9792,1,5,-0.5585,1,1.3,-1.8,0.08,0.0,6,-1.0,-1.0,2.0,1.0,1.0,1.5,-9,18,-6.0,-6,-6,-6.0,-6,-18,3
9793,-8,-8,0.3717,1,1.52,-0.05,-0.02,0.0,3,3.5,2.5,3.5,3.5,3.5,3.0,-9,-9,-7.0,0,0,0.0,1,-18,1
9794,3,5,0.1763,1,-0.84,-0.28,0.55,0.0,2,2.5,2.5,2.0,2.5,2.0,2.5,-9,18,3.4,13,13,0.5,1,-18,7
9795,8,5,1.6456,1,-1.95,1.42,-0.17,0.0,1,3.0,3.5,3.0,3.5,3.0,3.5,-9,23,2.5,40,24,0.0,3,-18,9
9796,2,3,-0.7126,-8,-0.2,-0.06,-0.07,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,20,3.0,9,9,0.1,3,-18,2
9797,-8,-8,0.0971,1,-9.0,-9.0,0.68,0.0,5,3.0,2.5,2.0,2.0,2.0,2.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
9798,-8,-8,-0.1864,2,-9.0,-9.0,-8.0,0.0,6,-1.0,0.5,3.0,1.0,1.5,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,4
9799,10,4,2.2652,1,-0.54,-0.34,0.39,0.0,1,3.0,2.5,2.5,3.0,2.5,2.5,500,-9,2.8,32,32,0.0,3,1050,3
9800,2,4,-0.5398,1,1.19,0.93,0.32,0.0,1,2.5,1.5,2.5,2.0,1.5,2.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,4
9801,1,3,-1.8146,2,-9.0,-9.0,-0.49,0.0,1,2.5,2.0,1.5,2.0,1.5,2.0,-6,-6,3.0,12,3,0.3,3,-12,-1
9802,2,6,-0.7603,1,0.72,-0.63,0.11,0.5,3,2.0,1.5,2.0,2.0,1.5,2.0,500,19,-6.0,-6,-6,-6.0,-6,1000,3
9803,-8,-8,-0.7359,2,0.53,0.32,0.43,0.0,6,-1.0,1.5,1.5,2.5,3.0,2.0,570,23,-6.0,-6,-6,-6.0,-6,1150,-13
9804,4,4,-0.5668,1,0.47,-1.16,0.89,3.0,1,3.5,4.0,2.5,4.0,3.5,3.5,-9,19,-8.0,-8,-8,-8.0,-8,-18,6
9805,2,8,-0.4351,2,-9.0,-9.0,1.06,0.0,2,3.5,3.0,2.5,2.5,2.5,2.5,-6,-6,4.0,3,3,0.0,3,-12,-5
9806,-8,-8,0.2088,1,0.16,-0.46,0.11,0.0,3,1.5,1.0,1.5,2.5,1.5,1.5,460,20,-8.0,-8,-8,-8.0,-8,980,-12
9807,2,7,-1.0194,1,0.99,-9.0,0.74,0.0,4,3.0,3.0,3.0,2.5,2.5,3.0,-9,21,-9.0,-9,-9,-9.0,-9,-18,10
9808,13,5,0.4277,2,-9.0,-9.0,0.7,1.5,6,3.0,3.0,3.5,4.0,3.5,3.5,-6,-6,1.6,33,24,0.0,3,-12,6
9809,-8,-8,-8.0,2,-9.0,-9.0,0.91,0.0,6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-24
9810,2,4,-0.4789,-8,-0.95,-0.61,0.23,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-12
9811,-8,-8,-0.7399,-8,0.9,0.64,-0.12,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-27
9812,-8,-8,-0.0406,1,1.71,-9.0,-0.17,0.5,1,2.0,2.5,2.5,2.5,2.5,2.5,-8,-8,3.0,15,12,0.0,2,-16,-11
9813,3,6,-0.5205,1,0.16,0.08,0.26,0.0,6,1.0,1.5,1.0,1.0,1.0,1.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-3
9814,-8,-8,-0.2617,2,-9.0,-9.0,-1.73,0.0,5,2.0,1.0,2.5,2.5,1.5,2.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,8
9815,2,3,-1.1841,1,1.36,-1.65,0.67,1.0,6,3.5,3.0,2.5,3.5,3.0,3.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
9816,7,3,0.1198,1,2.03,-2.87,0.87,5.0,6,3.5,3.5,3.0,3.0,3.0,4.0,450,-9,0.0,16,0,0.0,1,960,4
9817,-8,-8,-0.2474,1,1.68,-0.8,0.39,0.0,3,1.5,2.0,2.0,2.5,1.5,2.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
9818,11,5,0.9264,1,-1.95,-0.46,1.21,0.0,1,3.5,3.5,3.0,3.5,3.0,3.5,530,23,3.2,29,29,0.1,3,1090,4
9819,3,5,0.1141,2,-9.0,-9.0,0.87,4.0,3,2.5,3.0,3.0,2.5,2.5,3.0,-6,-6,3.3,14,14,0.0,2,-12,6
9820,6,5,1.1782,-8,-9.0,-9.0,0.73,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,3.3,31,31,0.0,3,-12,5
9821,-8,-8,-8.0,1,-9.0,-9.0,-5.32,0.0,6,-1.0,-1.0,0.5,1.5,1.0,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-24
9822,5,4,1.1443,2,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,-1.0,3.5,3.5,3.5,-6,-6,-8.0,-8,-8,-8.0,-8,-12,3
9823,-8,-8,0.2749,1,0.53,0.32,0.13,0.0,2,3.0,3.0,2.5,2.0,2.5,2.5,570,23,-6.0,-6,-6,-6.0,-6,1150,4
9824,13,4,2.3344,1,-1.75,1.55,-0.18,0.5,4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,640,-9,3.6,28,28,0.0,3,1260,6
9825,4,4,0.4362,3,-8.0,-8.0,0.74,0.0,3,3.0,3.5,3.5,3.0,3.0,3.5,-6,-6,-7.0,0,0,0.1,2,-12,-1
9826,1,4,-1.3739,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,-1.0,0.25,0.25,0.25,-6,-6,-6.0,-6,-6,-6.0,-6,-12,5
9827,7,4,0.7595,1,-1.31,1.91,0.73,7.0,3,4.0,3.5,4.0,4.0,4.0,4.5,-9,25,3.8,32,32,0.0,3,1170,6
9828,4,4,-0.1162,1,-1.66,0.46,1.02,6.0,3,3.5,3.0,3.5,3.0,3.0,4.0,460,-9,-8.0,-8,-8,-8.0,-8,940,6
9829,13,5,0.3124,-8,-9.0,-9.0,0.25,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,490,28,0.0,13,3,0.3,1,1030,3
9830,4,3,0.9639,1,0.53,0.32,-0.04,2.5,1,3.5,4.0,4.0,4.0,4.0,4.0,570,23,3.9,33,33,0.0,3,1150,3
9831,-8,-8,-0.2212,1,-0.39,0.68,-0.44,0.0,3,2.0,2.0,3.0,2.5,2.0,2.5,510,-9,-8.0,-8,-8,-8.0,-8,1010,3
9832,4,4,-0.0798,1,-1.15,-9.0,1.06,3.0,1,3.5,3.5,3.0,3.0,3.0,3.5,500,21,3.1,26,26,0.0,3,990,7
9833,6,4,1.4472,1,-1.5,0.17,0.69,13.0,1,4.0,4.0,4.0,4.0,4.0,4.75,-9,-9,-8.0,-8,-8,-8.0,-8,-18,4
9834,8,4,-0.0573,1,-1.94,1.76,0.07,1.0,3,3.5,3.5,3.5,3.0,3.5,3.5,500,23,-7.0,0,0,0.0,1,1040,3
9835,-8,-8,1.0975,2,-9.0,-9.0,1.02,3.0,3,3.0,4.0,3.5,3.5,3.5,3.5,-6,-6,3.2,6,6,0.0,3,-12,5
9836,5,4,0.1599,1,-1.94,1.04,-0.08,3.0,3,3.0,3.0,3.0,2.5,2.5,3.0,600,25,2.7,30,30,0.0,3,1170,6
9837,2,3,-0.1929,1,1.84,-1.46,0.89,0.0,6,3.0,2.0,3.0,3.5,3.0,3.0,-9,-9,-7.0,0,0,0.0,1,-18,3
9838,5,6,-0.1432,1,0.49,0.03,0.42,0.0,3,3.5,3.0,3.5,3.5,3.0,3.5,-9,22,0.6,30,9,0.0,1,-18,5
9839,1,2,-0.602,3,-8.0,-8.0,-0.38,0.0,6,-1.0,0.5,1.0,2.0,0.5,1.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-5
9840,-8,-8,0.1176,1,-0.52,1.68,0.24,1.0,2,1.5,2.0,3.0,3.0,2.5,3.0,400,17,-6.0,-6,-6,-6.0,-6,800,-5
9841,-8,-8,0.0562,1,0.38,-0.89,1.03,5.0,1,3.5,3.0,3.5,3.0,3.0,3.5,480,-9,3.5,30,30,0.0,9,1020,-3
9842,3,4,0.02,2,-8.0,-8.0,0.87,0.0,6,-1.0,-1.0,-1.0,3.5,3.0,3.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,11
9843,-8,-8,-8.0,1,-2.14,-9.0,0.37,2.0,4,2.0,2.0,2.0,2.5,2.0,2.0,500,-9,0.0,13,0,0.0,1,990,-24
9844,-8,-8,0.582,1,-1.59,1.08,0.73,1.0,1,4.0,4.0,3.5,3.5,3.5,3.5,560,24,4.0,30,30,0.0,3,1170,4
9845,-8,-8,-0.2251,1,0.26,-1.2,-0.9,1.5,2,2.0,1.5,1.0,1.5,1.5,1.5,-8,-8,-8.0,-8,-8,-8.0,-8,-16,7
9846,3,3,-0.3071,1,-0.1,0.07,-1.57,0.0,5,3.0,2.0,2.5,3.5,2.5,2.5,480,23,-6.0,-6,-6,-6.0,-6,1020,4
9847,-8,-8,-8.0,1,-9.0,-1.93,-0.04,0.0,3,0.5,1.5,2.0,2.0,1.5,1.5,-9,16,-6.0,-6,-6,-6.0,-6,-18,-24
9848,6,4,0.8445,1,-1.68,1.75,0.91,3.0,1,3.5,3.5,3.5,3.5,3.5,4.0,560,-9,-8.0,-8,-8,-8.0,-8,1070,7
9849,7,4,0.9445,1,0.24,-0.2,0.87,8.0,1,3.0,3.5,4.0,4.0,3.5,4.0,510,23,3.3,25,25,0.0,3,1050,13
9850,-8,-8,0.2287,1,-9.0,-9.0,-8.0,0.5,1,2.5,2.5,2.0,2.0,2.0,2.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-27
9851,11,6,0.4464,-8,-1.68,0.93,1.03,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,540,25,2.7,31,31,0.0,3,1080,3
9852,13,6,2.4002,1,-1.7,1.83,0.38,2.5,3,4.0,3.5,4.0,3.5,3.5,4.0,560,26,3.8,30,30,0.0,3,1090,15
9853,-8,-8,-8.0,1,-0.39,-1.59,0.38,0.0,1,2.5,3.0,2.5,3.0,2.5,2.5,480,-9,-6.0,-6,-6,-6.0,-6,1020,-24
9854,-8,-8,-0.6479,2,-0.17,1.14,-1.51,0.0,6,-1.0,2.0,3.0,2.5,2.5,2.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-13
9855,-8,-8,-0.1549,1,-9.0,-9.0,-1.11,0.0,6,2.0,1.5,1.0,2.5,1.5,2.0,450,19,-7.0,0,0,0.0,1,890,4
9856,-8,-8,-0.0684,1,2.01,-1.51,0.55,1.0,5,3.5,3.0,3.0,3.5,3.5,3.5,-9,-9,3.7,2,2,0.0,1,-18,7
9857,5,6,-0.4662,1,1.39,0.54,-9.0,0.0,1,3.5,2.5,3.5,3.0,3.0,3.0,-9,16,2.8,34,30,0.1,1,-18,5
9858,6,5,0.6806,1,0.26,-9.0,-8.0,2.5,6,3.5,3.5,2.5,2.5,3.0,3.5,-9,-9,2.3,4,4,0.1,3,-18,3
9859,8,4,0.3524,1,-0.66,-0.76,-0.95,0.0,3,2.5,2.5,2.0,2.0,2.0,2.5,530,-9,2.0,24,15,0.0,2,1090,5
9860,3,4,-1.033,1,0.49,-0.08,-0.24,1.0,6,2.5,2.0,1.5,3.0,1.5,2.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-2
9861,5,4,-0.1261,1,-0.56,-0.65,0.18,4.0,4,3.5,2.5,3.0,3.0,3.0,3.0,-9,-9,3.3,29,29,0.0,1,-18,3
9862,-8,-8,0.1775,1,-0.81,0.29,0.73,0.5,6,4.0,3.5,3.5,3.0,3.5,3.5,520,19,3.3,36,36,0.0,3,1140,4
9863,-8,-8,0.5685,1,-0.8,0.5,0.75,4.0,1,2.0,2.0,2.5,2.5,2.0,2.5,560,-9,2.3,26,26,0.0,3,1130,6
9864,4,3,-0.5953,1,0.49,-1.44,0.79,1.0,3,4.0,4.0,4.0,4.0,4.0,4.5,440,20,-8.0,-8,-8,-8.0,-8,930,6
9865,3,3,-0.6788,2,-9.0,-9.0,1.06,4.5,5,4.0,3.5,3.5,2.5,3.5,3.5,-6,-6,2.2,31,22,0.0,3,-12,11
9866,4,3,-0.2657,3,-8.0,-8.0,-8.0,0.0,1,2.5,3.0,2.5,2.5,2.5,2.5,-8,-8,1.7,19,19,0.5,1,-16,7
9867,-8,-8,1.0662,-8,-1.68,2.32,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,23,3.5,31,31,0.0,3,1060,4
9868,-8,-8,-8.0,1,-8.0,-8.0,-8.0,0.0,6,-1.0,-1.0,-1.0,2.5,2.5,2.5,-8,-8,-6.0,-6,-6,-6.0,-6,-16,-24
9869,3,8,-0.2908,1,-1.18,0.68,-0.19,0.0,6,-9.0,2.5,2.0,3.0,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
9870,13,5,2.1165,3,-9.0,-9.0,-2.55,0.0,6,3.0,2.5,3.0,-9.0,3.0,3.0,-6,-6,-7.0,0,0,0.0,2,-12,-11
9871,4,3,0.1686,1,-0.44,0.75,0.51,1.0,6,3.0,2.5,2.5,2.5,2.5,3.0,450,-9,2.4,29,22,0.0,1,1000,5
9872,3,5,-0.743,1,1.24,0.41,-0.4,1.0,4,3.0,3.0,3.0,2.5,2.5,3.0,-9,-9,1.0,6,3,0.1,9,-18,5
9873,-8,-8,0.3208,1,-9.0,1.53,-8.0,5.0,3,3.5,3.5,4.0,4.0,3.5,4.5,-9,-9,3.8,34,34,0.0,3,-18,0
9874,1,4,-0.3298,1,0.42,0.28,-0.74,0.0,6,2.0,1.5,1.5,1.5,1.5,1.5,470,22,0.8,27,10,0.1,2,1010,3
9875,7,4,0.5798,1,-2.14,2.33,-0.32,0.0,1,2.0,1.5,1.5,2.0,1.5,1.5,520,-9,2.3,25,7,0.3,1,1040,3
9876,2,3,-0.5378,1,0.75,-0.56,0.53,4.0,3,3.0,2.5,3.5,3.5,3.0,3.5,-9,21,1.4,28,28,0.0,2,1000,-5
9877,5,4,0.9266,1,-1.59,0.82,-1.91,0.0,1,3.5,3.5,3.5,4.0,3.5,4.0,600,25,-8.0,-8,-8,-8.0,-8,1260,3
9878,-8,-8,-8.0,1,-0.39,-9.0,-0.96,5.0,2,2.0,2.0,3.5,2.5,2.0,3.0,570,-9,-8.0,-8,-8,-8.0,-8,1170,-24
9879,3,4,-0.9959,1,-1.94,1.76,-0.23,3.0,3,3.5,3.5,2.5,3.0,3.0,3.0,500,23,2.9,35,32,0.0,3,1040,3
9880,-8,-8,-1.0492,1,0.4,0.67,0.74,0.0,1,2.5,1.5,2.5,2.5,2.0,2.0,490,25,-8.0,-8,-8,-8.0,-8,880,-4
9881,7,6,1.4464,1,-1.25,0.62,0.32,2.0,6,4.0,3.0,3.0,3.0,3.0,3.5,620,21,3.5,34,34,0.0,1,1240,3
9882,13,3,2.0173,-8,-0.98,1.04,0.7,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,600,24,2.7,26,26,0.0,3,1170,9
9883,2,6,-0.8511,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,0.25,1.0,1.0,0.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,5
9884,5,5,0.0857,1,-0.81,0.29,-1.55,0.0,6,3.5,3.5,4.0,3.0,3.5,3.5,520,19,3.7,30,30,0.0,3,1140,6
9885,10,4,1.0845,1,-1.15,-9.0,-0.12,1.0,3,3.5,3.0,3.0,2.5,3.0,3.0,500,21,2.0,28,19,0.1,2,990,6
9886,6,4,1.5562,1,-0.58,1.0,-0.89,0.0,4,3.5,3.0,3.5,4.0,3.5,3.5,-9,20,3.3,9,9,0.0,-9,-18,6
9887,3,5,0.0813,1,-9.0,-1.75,0.55,0.0,1,3.5,3.5,3.5,3.0,3.0,3.5,-9,-9,4.0,3,3,0.0,2,-18,-5
9888,4,4,0.6343,1,-1.01,2.02,0.91,1.0,1,3.0,3.5,3.5,3.5,3.0,3.5,-9,-9,3.0,42,36,0.1,1,-18,8
9889,2,6,-0.7499,1,0.69,0.93,0.55,0.0,2,2.5,2.5,2.5,1.5,2.0,2.5,-9,20,-8.0,-8,-8,-8.0,-8,-18,-3
9890,5,4,-0.319,-8,-1.7,1.98,0.05,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,530,23,-6.0,-6,-6,-6.0,-6,1070,7
9891,7,4,2.136,1,0.49,-0.88,-0.05,4.0,6,4.0,4.0,4.0,4.0,4.0,4.0,-9,22,-8.0,-8,-8,-8.0,-8,-18,4
9892,-8,-8,-8.0,1,0.33,0.57,0.32,0.0,1,2.0,3.0,3.0,3.0,2.5,2.5,-9,-9,2.2,15,12,0.0,1,-18,-24
9893,-8,-8,-0.279,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,1.0,1.0,1.0,1.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,6
9894,-8,-8,-8.0,1,-1.06,0.68,0.05,3.0,1,3.5,3.0,3.5,3.0,3.0,3.5,530,25,3.0,33,32,0.0,3,1130,-24
9895,-8,-8,-8.0,1,-0.8,1.39,0.26,2.0,3,4.0,3.5,4.0,3.5,3.5,4.0,-9,-9,3.1,19,19,0.0,3,-18,-24
9896,4,4,-0.546,2,-9.0,-9.0,1.02,0.0,6,-9.0,2.5,3.0,2.5,2.5,2.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
9897,-8,-8,0.6576,1,-1.54,1.12,0.52,6.0,3,3.5,3.0,3.5,3.5,3.5,4.0,530,25,3.4,29,29,0.0,3,1090,8
9898,5,5,0.1422,1,-2.09,1.81,0.4,0.0,1,3.5,3.0,3.0,3.0,3.0,3.0,-9,22,3.3,12,12,0.0,9,-18,3
9899,5,4,-8.0,1,-0.06,1.14,0.7,0.0,3,3.0,3.0,3.0,3.0,3.0,3.5,490,-9,2.5,32,32,0.0,3,1020,-24
9900,4,3,-8.0,1,-0.99,-0.61,-9.0,1.0,3,3.0,2.0,2.5,3.0,2.5,3.0,520,24,-8.0,-8,-8,-8.0,-8,1080,-24
9901,2,4,-0.4843,1,1.2,-0.15,-1.43,0.0,3,2.5,2.5,2.5,2.5,2.5,2.5,-9,-9,-7.0,0,0,0.2,-9,-18,-25
9902,3,5,0.6683,1,-9.0,-9.0,0.05,4.0,1,3.0,2.5,3.0,2.0,2.5,2.5,570,25,2.5,30,30,0.0,3,1160,3
9903,6,4,0.8063,1,-0.11,0.55,0.23,0.0,2,2.5,2.5,3.0,2.5,2.5,2.5,530,24,0.0,16,1,0.2,1,1080,-12
9904,3,3,-0.5235,1,-0.59,0.26,-1.99,0.0,5,1.5,1.5,1.5,1.5,1.5,1.5,-9,21,-6.0,-6,-6,-6.0,-6,-18,3
9905,11,4,1.5154,1,-1.42,0.7,0.89,8.0,1,4.0,4.0,4.0,4.0,4.0,4.75,620,27,3.5,30,30,0.0,3,1280,-27
9906,5,3,0.2014,1,-0.77,-9.0,0.89,1.0,1,4.0,4.0,4.0,4.0,4.0,4.0,620,19,3.2,30,30,0.0,3,1160,6
9907,-8,-8,0.7044,1,-1.68,1.68,1.21,3.5,6,3.5,3.5,3.5,4.0,4.0,4.0,580,25,-6.0,-6,-6,-6.0,-6,1170,-10
9908,-8,-8,-0.7117,1,-9.0,-9.0,0.64,1.0,3,3.5,3.0,3.0,3.0,3.0,3.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,4
9909,5,5,-0.1558,1,-0.39,-0.08,-0.42,0.0,3,2.0,3.0,2.5,3.0,2.5,2.5,490,24,-8.0,-8,-8,-8.0,-8,1040,4
